1000, 0.03598, 0.005
2000, 0.02336, 0.005
3000, 0.02047, 0.005
4000, 0.01769, 0.005
5000, 0.01565, 0.005
6000, 0.01483, 0.005
7000, 0.01355, 0.005
8000, 0.01304, 0.005
9000, 0.01246, 0.005
10000, 0.01140, 0.005
11000, 0.01282, 0.02
12000, 0.01108, 0.02
13000, 0.00996, 0.02
14000, 0.00931, 0.02
15000, 0.00881, 0.02
16000, 0.00851, 0.02
17000, 0.00802, 0.02
18000, 0.00769, 0.02
19000, 0.00749, 0.02
20000, 0.00731, 0.02
21000, 0.00700, 0.02
22000, 0.00703, 0.02
23000, 0.00680, 0.02
24000, 0.00670, 0.02
25000, 0.00656, 0.02
26000, 0.00637, 0.02
27000, 0.00636, 0.02
28000, 0.00639, 0.02
29000, 0.00612, 0.02
30000, 0.00616, 0.02
31000, 0.00604, 0.02
32000, 0.00592, 0.02
33000, 0.00586, 0.02
34000, 0.00581, 0.02
35000, 0.00567, 0.02
36000, 0.00569, 0.02
37000, 0.00569, 0.02
38000, 0.00563, 0.02
39000, 0.00555, 0.02
40000, 0.00544, 0.02
41000, 0.00546, 0.02
42000, 0.00536, 0.02
43000, 0.00541, 0.02
44000, 0.00536, 0.02
45000, 0.00532, 0.02
46000, 0.00533, 0.02
47000, 0.00520, 0.02
48000, 0.00517, 0.02
49000, 0.00524, 0.02
50000, 0.00522, 0.02
51000, 0.00500, 0.02
52000, 0.00518, 0.02
53000, 0.00508, 0.02
54000, 0.00496, 0.02
55000, 0.00494, 0.02
56000, 0.00493, 0.02
57000, 0.00488, 0.02
58000, 0.00485, 0.02
59000, 0.00488, 0.02
60000, 0.00473, 0.02
61000, 0.00472, 0.02
62000, 0.00475, 0.02
63000, 0.00472, 0.02
64000, 0.00464, 0.02
65000, 0.00466, 0.02
66000, 0.00457, 0.02
67000, 0.00448, 0.02
68000, 0.00454, 0.02
69000, 0.00453, 0.02
70000, 0.00444, 0.02
71000, 0.00444, 0.02
72000, 0.00440, 0.02
73000, 0.00445, 0.02
74000, 0.00439, 0.02
75000, 0.00435, 0.02
76000, 0.00437, 0.02
77000, 0.00431, 0.02
78000, 0.00429, 0.02
79000, 0.00424, 0.02
80000, 0.00434, 0.02
81000, 0.00429, 0.02
82000, 0.00420, 0.02
83000, 0.00425, 0.02
84000, 0.00415, 0.02
85000, 0.00419, 0.02
86000, 0.00421, 0.02
87000, 0.00420, 0.02
88000, 0.00406, 0.02
89000, 0.00399, 0.02
90000, 0.00400, 0.02
91000, 0.00400, 0.02
92000, 0.00400, 0.02
93000, 0.00403, 0.02
94000, 0.00411, 0.02
95000, 0.00401, 0.02
96000, 0.00401, 0.02
97000, 0.00394, 0.02
98000, 0.00399, 0.02
99000, 0.00395, 0.02
100000, 0.00391, 0.02
101000, 0.00400, 0.02
102000, 0.00392, 0.02
103000, 0.00387, 0.02
104000, 0.00389, 0.02
105000, 0.00383, 0.02
106000, 0.00393, 0.02
107000, 0.00388, 0.02
108000, 0.00386, 0.02
109000, 0.00384, 0.02
110000, 0.00388, 0.02
111000, 0.00382, 0.02
112000, 0.00377, 0.02
113000, 0.00379, 0.02
114000, 0.00378, 0.02
115000, 0.00375, 0.02
116000, 0.00380, 0.02
117000, 0.00380, 0.02
118000, 0.00379, 0.02
119000, 0.00379, 0.02
120000, 0.00373, 0.02
121000, 0.00371, 0.02
122000, 0.00376, 0.02
123000, 0.00371, 0.02
124000, 0.00372, 0.02
125000, 0.00366, 0.02
126000, 0.00367, 0.02
127000, 0.00368, 0.02
128000, 0.00367, 0.02
129000, 0.00366, 0.02
130000, 0.00368, 0.02
131000, 0.00361, 0.02
132000, 0.00361, 0.02
133000, 0.00359, 0.02
134000, 0.00359, 0.02
135000, 0.00361, 0.02
136000, 0.00365, 0.02
137000, 0.00359, 0.02
138000, 0.00363, 0.02
139000, 0.00358, 0.02
140000, 0.00354, 0.02
141000, 0.00352, 0.02
142000, 0.00356, 0.02
143000, 0.00359, 0.02
144000, 0.00349, 0.02
145000, 0.00360, 0.02
146000, 0.00351, 0.02
147000, 0.00355, 0.02
148000, 0.00351, 0.02
149000, 0.00358, 0.02
150000, 0.00351, 0.02
151000, 0.00347, 0.02
152000, 0.00348, 0.02
153000, 0.00350, 0.02
154000, 0.00350, 0.02
155000, 0.00346, 0.02
156000, 0.00342, 0.02
157000, 0.00352, 0.02
158000, 0.00349, 0.02
159000, 0.00347, 0.02
160000, 0.00351, 0.02
161000, 0.00341, 0.02
162000, 0.00340, 0.02
163000, 0.00335, 0.02
164000, 0.00343, 0.02
165000, 0.00344, 0.02
166000, 0.00347, 0.02
167000, 0.00342, 0.02
168000, 0.00340, 0.02
169000, 0.00337, 0.02
170000, 0.00337, 0.02
171000, 0.00341, 0.02
172000, 0.00340, 0.02
173000, 0.00339, 0.02
174000, 0.00326, 0.02
175000, 0.00336, 0.02
176000, 0.00329, 0.02
177000, 0.00336, 0.02
178000, 0.00328, 0.02
179000, 0.00328, 0.02
180000, 0.00333, 0.02
