,ThC_LF,ThC_LM,ThC_LH,ThC_RF,ThC_RM,ThC_RH,FTi_LF,FTi_LM,FTi_LH,FTi_RF,FTi_RM,FTi_RH
0,43.75740318543238,79.4332082132931,160.48275542149037,-37.72560674305453,-98.7120692622569,-160.11027826309538,-237.4251029946652,-129.76121812537838,-132.49979667404452,-147.70957978023577,137.93420794996746,160.55560190466204
1,44.06550084575885,79.00470617225278,160.9466251063948,-37.48832493721847,-98.80956204001843,-159.65868387832404,-237.19403638429,-129.39845959747453,-132.53407918298376,-147.77140639618287,137.76458555904804,160.30282480474972
2,44.086258400797504,79.06637997402689,160.7352271833152,-37.58328624112326,-98.57802589317517,-159.9093566798729,-237.5059941289864,-129.64178003618093,-132.66430364256505,-147.37341394716705,137.72049550717864,160.59469509984933
3,43.900115181015,79.25742071443949,160.6107985451671,-37.43131859507122,-98.41692282731177,-159.98601763678707,-237.2440798518832,-129.1552465592756,-132.6200549576007,-147.51510944357543,138.16282284656825,160.89699504865325
4,43.33512283147071,79.31416783602886,160.6499044200799,-37.80250542922198,-98.92988779178155,-160.01404492263947,-237.3913631390618,-129.78886644659104,-132.63997609508647,-147.71939431376077,137.878810191867,161.03688025900263
5,43.49008249456868,79.45064071228649,160.60395106274294,-38.06408423267081,-98.93257163016936,-160.026719932989,-236.74614337829013,-129.7229990101237,-132.5188652370811,-147.35879985865523,138.43967211491685,160.77871667605953
6,43.55307072534731,79.36782321382249,160.3836754063972,-38.154287734207685,-98.8319287242408,-160.19799437127838,-237.36559440257108,-129.5579929949675,-132.2629787140095,-147.46704665555487,137.91651653088908,160.51455970992706
7,43.62732250564429,79.38592644175228,160.59253629737455,-38.184415482357,-98.76905250686464,-159.9780615560543,-236.7329528453581,-129.82458943209406,-132.44423315668507,-147.44308889102854,137.8084683340602,160.3794396187384
8,43.679020590609625,79.29339887988542,160.6655058539461,-38.509394259905406,-98.72977665747332,-160.15756398865614,-237.06526914523545,-130.10509881599216,-132.66882935722305,-147.11110527145289,138.1855120874854,160.449537743137
9,43.26036234180228,79.33832118587397,160.54337850028503,-38.44177798806962,-98.57089195620289,-160.16212577246384,-236.53729300167535,-129.96845949083075,-132.3159969297186,-147.9515170102831,137.9121277235185,160.20203232823727
10,43.24845268930292,79.58494760355602,160.61618628085384,-38.65535690865164,-98.73147773649544,-160.1539770714537,-237.7284438877886,-129.69703249158863,-132.94418046693593,-147.40492647556454,138.1206438426082,160.33730216569307
11,43.38874654623845,79.39601931504673,160.34821757221195,-38.64037708779259,-99.05121881638244,-160.23040268519665,-238.0965631874896,-129.81716272883835,-132.69950093360293,-147.41220851805446,137.33485130541007,160.17119105020276
12,43.73435647682062,78.97164736390222,160.35897922476877,-38.14041511621579,-98.81843951706574,-160.19732198664724,-237.69531040669392,-128.98445593773437,-132.21844632448526,-146.91834719856817,137.99378295025218,160.45872876053184
13,44.27820237547233,78.02839024353393,160.55290784056933,-38.73637767184286,-99.07019629787922,-160.24027693182032,-238.6088363535178,-128.26363266151463,-131.73083740649244,-146.98668491725942,138.2220281514155,160.95815889005766
